"transaction_id","procedure_id","trans_group_id","trans_group_ar","trans_group_en","procedure_name_ar","procedure_name_en","instance_date","property_type_id","property_type_ar","property_type_en","property_sub_type_id","property_sub_type_ar","property_sub_type_en","property_usage_ar","property_usage_en","reg_type_id","reg_type_ar","reg_type_en","area_id","area_name_ar","area_name_en","building_name_ar","building_name_en","project_number","project_name_ar","project_name_en","master_project_en","master_project_ar","nearest_landmark_ar","nearest_landmark_en","nearest_metro_ar","nearest_metro_en","nearest_mall_ar","nearest_mall_en","rooms_ar","rooms_en","has_parking","procedure_area","actual_worth","meter_sale_price","rent_value","meter_rent_price","no_of_parties_role_1","no_of_parties_role_2","no_of_parties_role_3"
"1-11-2022-1617","11","1","مبايعات","Sales","بيع","Sell","31-01-2022","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","506","اليلايس 1","Al Yelayiss 1","","","1792","مجمع ريم ميرا بي أتش 1","REEM-MIRA COMMUNITY PH 1","","","دورة دبي للدراجات","Dubai Cycling Course","","","","","ثلاث غرف","3 B/R","0","216.00","1800000","8333.33",null,null,"2","1","0"
"1-102-2022-33992","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","27-10-2022","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","0","على الخارطة","Off-Plan Properties","467","وادي الصفا 5","Wadi Al Safa 5","","","2142","المرابع العربية ااا - جوي","Arabian Ranches III - JOY","","","مجمع حمدان الرياضي","Hamdan Sports Complex","","","","","أربع غرف","4 B/R","0","223.60","2475000","11068.87",null,null,"2","1","0"
"1-102-2023-33731","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","17-07-2023","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","441","البرشاء جنوب الرابعة","Al Barsha South Fourth","ذا فايب","The Vybe","2578","ذا فايب","THE VYBE","Jumeirah Village Circle","قرية جميرا الدائرية","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","مدينة دبي للإنترنت","Dubai Internet City","مول الإمارات","Mall of the Emirates","غرفة","1 B/R","1","75.82","898222","11846.77",null,null,"1","1","0"
"2-13-2009-1097","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","25-06-2009","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","434","وادي الصفا 6","Wadi Al Safa 6","","",null,"","","Arabian Ranches - Mirador","المرابع العربية - ميرادور","قرية عالمية","Global Village","","","","","","","0","874.50","2660000","3041.74",null,null,"2","1","0"
"1-11-2013-22490","11","1","مبايعات","Sales","بيع","Sell","22-07-2013","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","390","برج خليفة","Burj Khalifa","برج كلارين 1","CLAREN TOWER 1","1275","كلارين 1","CLAREN 1","Burj Khalifa","برج خليفة","وسط مدينة دبي","Downtown Dubai","محطة مترو الخليج التجاري","Business Bay Metro Station","مول دبي","Dubai Mall","غرفة","1 B/R","1","78.24","1441888","18429.04",null,null,"1","1","0"
"2-44-2014-109","44","2","رهون","Mortgages","تحويل رهن","Mortgage Transfer","04-11-2014","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","390","برج خليفة","Burj Khalifa","ساوث ريدج 6","South Ridge 6",null,"","","Burj Khalifa","برج خليفة","وسط مدينة دبي","Downtown Dubai","محطة مترو بوج خليفة دبي مول","Buj Khalifa Dubai Mall Metro Station","مول دبي","Dubai Mall","غرفة","1 B/R","1","98.48","2125000","21577.99",null,null,"1","1","0"
"1-102-2007-3875","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","10-08-2009","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","330","مرسى دبي","Marsa Dubai","ايليت ريزيدينس","ELITE RESIDENCE","227","إيليت ريزيدنس","ELITE RESIDENCE","Dubai Marina","دبي مارينا","برج العرب","Burj Al Arab","مينا السياحي","Mina Seyahi","مارينا مول","Marina Mall","غرفة","1 B/R","1","76.72","1545407","20143.46",null,null,"1","1","0"
"2-107-2008-624","107","2","رهون","Mortgages","تسجيل إيجارة تنتهى بالتملك - تسجيل مبدئى","Lease to Own Registration Pre-Registration","15-06-2009","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","451","الحبيه الخامسة","Al Hebiah Fifth","الثمام 6","AL THAMAM 6","975","رمرام","REMRAAM","Remraam","رمرام","موتور سيتي","Motor City","","","","","غرفتين","2 B/R","1","103.03","8086900","78490.73","8086900","78491","2","2","2"
"2-105-2011-60","105","2","رهون","Mortgages","تسجيل رهن - تسجيل مبدئى","Mortgage Pre-Registration","06-04-2011","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","390","برج خليفة","Burj Khalifa","دبي مول السكن","THE DUBAI MALL RESIDENCES","1461","دبي مول","THE DUBAI MALL","Burj Khalifa","برج خليفة","برج خليفة","Burj Khalifa","محطة مترو بوج خليفة دبي مول","Buj Khalifa Dubai Mall Metro Station","مول دبي","Dubai Mall","غرفة","1 B/R","1","84.91","1438100","16936.76",null,null,"2","1","0"
"1-102-2014-4772","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","15-05-2014","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","526","الخليج التجارى","Business Bay","(داماك تاورز باي باراماونت (ايه","DAMAC TOWERS BY PARAMOUNT (A)","443"," داماك تاورز من باراماونت","DAMAC TOWERS BY PARAMOUNT","Business Bay","الخليج التجاري","وسط مدينة دبي","Downtown Dubai","محطة مترو بوج خليفة دبي مول","Buj Khalifa Dubai Mall Metro Station","مول دبي","Dubai Mall","غرفة","1 B/R","1","89.62","2215400","24719.93",null,null,"1","1","0"
"1-11-2017-3233","11","1","مبايعات","Sales","بيع","Sell","07-03-2017","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","441","البرشاء جنوب الرابعة","Al Barsha South Fourth","فيلا ميرا","VILLA MYRA","724","فيلا ميرا","VILLA MYRA","Jumeirah Village Circle","قرية جميرا الدائرية","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","محطة مترو النخيل","Nakheel Metro Station","مارينا مول","Marina Mall","أربع غرف","4 B/R","1","310.91","2300000","7397.64",null,null,"1","1","0"
"2-110-2008-200996","110","2","رهون","Mortgages","تسجيل إيجارة تنتهى بالتملك","Lease to Own Registration","05-11-2008","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","343","ورسان الاولى","Al Warsan First","S18","S18",null,"","","International City Phase 1","المدينة العالمية - المرحلة الاولى","","","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","استوديو","Studio","0","44.50","297000","6674.16","297000","6674","2","2","2"
"1-102-2013-14016","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","20-12-2013","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","0","على الخارطة","Off-Plan Properties","506","اليلايس 1","Al Yelayiss 1","","","1793","مجمع ريم ميرا بي أتش21","REEM-MIRA COMMUNITY PH 2","","","دورة دبي للدراجات","Dubai Cycling Course","","","","","أربع غرف","4 B/R","0","297.00","1750888","5895.25",null,null,"1","2","0"
"1-102-2018-10395","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","23-07-2018","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","523","الحبية الثالثة","Al Hebiah Third","داماك هيلز ? جولف فيتا  - A","DAMAC HILLS - GOLF VITA - A","1932","داماك هيلز - جولف فيتا","DAMAC HILLS - GOLF VITA","DAMAC HILLS","داماك هيليز","موتور سيتي","Motor City","","","","","غرفة","1 B/R","1","40.80","632000","15490.20",null,null,"1","1","0"
"2-190-2020-14","190","2","رهون","Mortgages","رهن بيع مبدئى","Delayed Mortgage","07-01-2020","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","507","اليلايس 2","Al Yelayiss 2","تاون سكوير جنة 1","Town Square Jenna 1","1677","تاون سكوير جنّة وواردة","TOWN SQUARE JENNA AND WARDA","TOWN SQUARE","تاون سكوير","دورة دبي للدراجات","Dubai Cycling Course","","","","","غرفتين","2 B/R","1","87.29","767963","8797.83",null,null,"1","1","0"
"1-11-2021-14814","11","1","مبايعات","Sales","بيع","Sell","26-08-2021","4","فيلا","Villa","4","فيلا","Villa","سكني","Residential","1","العقارات القائمة","Existing Properties","335","ند الشبا الاولى","Nad Al Shiba First","","","1601","جاردن فيوز","GRAND VIEWS","","","وسط مدينة دبي","Downtown Dubai","محطة مترو الخليج التجاري","Business Bay Metro Station","مول دبي","Dubai Mall","أربع غرف","4 B/R","0","218.02","3700000","16970.92",null,null,"1","1","0"
"1-11-2004-1795","11","1","مبايعات","Sales","بيع","Sell","18-08-2004","2","مبنى","Building",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","297","الورقاء الاولى","Al Warqa First","","",null,"","","","","مطار دبي الدولي","Dubai International Airport","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","","","0","1390.11","2917785","2098.96",null,null,"1","2","0"
"2-13-2014-6963","13","2","رهون","Mortgages","تسجيل رهن","Mortgage Registration","22-09-2014","4","فيلا","Villa",null,"","","سكني","Residential","1","العقارات القائمة","Existing Properties","441","البرشاء جنوب الرابعة","Al Barsha South Fourth","","",null,"","","Jumeirah Village Circle","قرية جميرا الدائرية","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","مدينة دبي للإنترنت","Dubai Internet City","مول الإمارات","Mall of the Emirates","","","0","630.03","3482000","5526.72",null,null,"2","1","0"
"2-810-2017-290","810","2","رهون","Mortgages","تسجيل اجارة تمويلية","Lease Finance Registration","24-04-2017","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","445","جبل علي الأولى","Jabal Ali First","MED 62","MED 62",null,"","","Discovery Gardens","الحدائق المكتشفة","أكاديمية المدينة الرياضية للسباحة","Sports City Swimming Academy","برج هاربور","Harbour Tower","ابن بطوطة مول","Ibn-e-Battuta Mall","غرفة","1 B/R","0","89.00","570000","6404.49",null,null,"1","1","0"
"1-102-2022-16134","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","16-06-2022","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","390","برج خليفة","Burj Khalifa","سيتي سنتر رزيدنسز","City Center Residences","2359","سيتي سنتر رزيدنسز","City Center Residences","Burj Khalifa","برج خليفة","وسط مدينة دبي","Downtown Dubai","محطة مترو بوج خليفة دبي مول","Buj Khalifa Dubai Mall Metro Station","مول دبي","Dubai Mall","غرفة","1 B/R","1","65.45","1752275","26772.73",null,null,"1","1","0"
"1-11-2010-10112","11","1","مبايعات","Sales","بيع","Sell","28-06-2010","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","343","ورسان الاولى","Al Warsan First","U08","U08",null,"","","International City Phase 1","المدينة العالمية - المرحلة الاولى","","","محطة مترو الراشدية","Rashidiya Metro Station","سيتي سنتر مردف","City Centre Mirdif","غرفة","1 B/R","0","69.00","299000","4333.33",null,null,"1","1","0"
"1-110-2013-2214","110","1","مبايعات","Sales","تسجيل إيجارة تنتهى بالتملك","Lease to Own Registration","04-10-2013","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","1","العقارات القائمة","Existing Properties","437","الخيران","Al Kheeran","البادية ريزيدنس 8","AL BADIA RESIDENCES BUILDINGS 8",null,"","","Festival City","فستيفال ستي","مطار دبي الدولي","Dubai International Airport","محطة مترو الامارات","Emirates Metro Station","سيتي سنتر مردف","City Centre Mirdif","ثلاث غرف","3 B/R","1","209.46","2471000","11797.00",null,null,"2","2","2"
"1-102-2012-797","102","1","مبايعات","Sales","بيع - تسجيل مبدئى","Sell - Pre registration","06-03-2012","3","وحدة","Unit","60","شقه سكنيه","Flat","سكني","Residential","0","على الخارطة","Off-Plan Properties","350","الثنيه الخامسة","Al Thanyah Fifth","AL SAQRAN TOWER","AL SAQRAN TOWER","818","برج الصقران","ALSAQRAN TOWER","Jumeirah Islands","جزر جميرا","برج العرب","Burj Al Arab","عقارات داماك","Damac Properties","مارينا مول","Marina Mall","استوديو","Studio","0","57.75","466192","8072.58",null,null,"1","1","0"
